"0","000s:000ms:000us 374 ms"," CMD25(WRITE_MULTIPLE_BLOCK)","ARG:001B5388 CRC:07","SC:80","MMC:211.2MHz","Nrc:3",
"5057","009s:518ms:766us 032 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:6449",
"5058","009s:518ms:766us 000 us","  R1b","RSP:0C00000C001D [47:0]","-","MMC:-","Ncr:8",
"5059","009s:518ms:949us 182 us"," CMD13(SEND_STATUS)","ARG:00010000 CRC:29","-","MMC:211.2MHz","Nrc:1301",
"5060","009s:518ms:949us 000 us","  R1 ","RSP:0D000009003F [47:0]","-","MMC:-","Ncr:6",
"5061","009s:519ms:037us 088 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:0011D038 CRC:66","SC:72","MMC:198.0MHz","Nrc:25",
"5062","009s:519ms:037us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"5063","009s:519ms:364us 326 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:Over 64K Cycles",
"5064","009s:519ms:365us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"5065","009s:519ms:577us 212 us"," CMD25(WRITE_MULTIPLE_BLOCK)","ARG:001B4350 CRC:4A","SC:8","MMC:211.2MHz","Nrc:25",
"5066","009s:519ms:577us 000 us","  R1 ","RSP:190000090031 [47:0]","-","MMC:-","Ncr:9",
"5067","009s:519ms:623us 046 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:9114",
"5068","009s:519ms:624us 000 us","  R1b","RSP:0C00000C001D [47:0]","-","MMC:-","Ncr:8",
"5069","009s:520ms:010us 386 us"," CMD13(SEND_STATUS)","ARG:00010000 CRC:29","-","MMC:211.2MHz","Nrc:Over 64K Cycles",
"5070","009s:520ms:010us 000 us","  R1 ","RSP:0D000009003F [47:0]","-","MMC:-","Ncr:6",
"5071","009s:520ms:061us 050 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:0011CED8 CRC:2A","SC:32","MMC:198.0MHz","Nrc:25",
"5072","009s:520ms:061us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"5073","009s:520ms:319us 257 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:51114",
"5074","009s:520ms:319us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"5075","009s:520ms:506us 186 us"," CMD25(WRITE_MULTIPLE_BLOCK)","ARG:001B4358 CRC:02","SC:168","MMC:211.2MHz","Nrc:25",
"5076","009s:520ms:506us 000 us","  R1 ","RSP:190000090031 [47:0]","-","MMC:-","Ncr:9",
"5077","009s:521ms:545us 001 ms"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:Over 64K Cycles",
"5078","009s:521ms:545us 000 us","  R1b","RSP:0C00000C001D [47:0]","-","MMC:-","Ncr:8",
"5079","009s:524ms:751us 003 ms"," CMD13(SEND_STATUS)","ARG:00010000 CRC:29","-","MMC:198.0MHz","Nrc:Over 64K Cycles",
"5080","009s:524ms:751us 000 us","  R1 ","RSP:0D000009003F [47:0]","-","MMC:-","Ncr:6",
"5081","009s:524ms:840us 089 us"," CMD06(SWITCH)","ARG:03200101 CRC:43","Triggers the Flush","MMC:211.2MHz","Nrc:25",
"5082","009s:524ms:840us 000 us","  R1b","RSP:0600000800CB [47:0]","-","MMC:-","Ncr:9",
"5083","009s:525ms:033us 192 us"," CMD13(SEND_STATUS)","ARG:00010000 CRC:29","-","MMC:211.2MHz","Nrc:36127",
"5084","009s:525ms:033us 000 us","  R1 ","RSP:0D000009003F [47:0]","-","MMC:-","Ncr:6",
"5085","009s:525ms:072us 038 us"," CMD25(WRITE_MULTIPLE_BLOCK)","ARG:001B4400 CRC:06","SC:8","MMC:198.0MHz","Nrc:25",
"5086","009s:525ms:072us 000 us","  R1 ","RSP:190000090031 [47:0]","-","MMC:-","Ncr:9",
"5087","009s:525ms:251us 178 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:35366",
"5088","009s:525ms:251us 000 us","  R1b","RSP:0C00000C001D [47:0]","-","MMC:-","Ncr:8",
"5089","009s:525ms:425us 174 us"," CMD13(SEND_STATUS)","ARG:00010000 CRC:29","-","MMC:211.2MHz","Nrc:1314",
"5090","009s:525ms:426us 000 us","  R1 ","RSP:0D000009003F [47:0]","-","MMC:-","Ncr:6",
"5091","009s:525ms:460us 034 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:0011CEF8 CRC:18","SC:288","MMC:198.0MHz","Nrc:25",
"5092","009s:525ms:460us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"5093","009s:527ms:405us 001 ms"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:Over 64K Cycles",
"5094","009s:527ms:405us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"5095","009s:527ms:908us 503 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00116B08 CRC:10","SC:136","MMC:211.2MHz","Nrc:25",
"5096","009s:527ms:909us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"5097","009s:528ms:384us 474 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:Over 64K Cycles",
"5098","009s:528ms:384us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"5099","009s:528ms:590us 205 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:0047A018 CRC:22","SC:8","MMC:198.0MHz","Nrc:25",
"5100","009s:528ms:590us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"5101","009s:528ms:733us 143 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:28414",
"5102","009s:528ms:733us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"5103","009s:529ms:152us 418 us"," CMD25(WRITE_MULTIPLE_BLOCK)","ARG:00401008 CRC:16","SC:8","MMC:211.2MHz","Nrc:25",
"5104","009s:529ms:152us 000 us","  R1 ","RSP:190000090031 [47:0]","-","MMC:-","Ncr:9",
"5105","009s:529ms:199us 047 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:9317",
"5106","009s:529ms:199us 000 us","  R1b","RSP:0C00000C001D [47:0]","-","MMC:-","Ncr:8",
"5107","009s:529ms:369us 169 us"," CMD13(SEND_STATUS)","ARG:00010000 CRC:29","-","MMC:198.0MHz","Nrc:1291",
"5108","009s:529ms:369us 000 us","  R1 ","RSP:0D000009003F [47:0]","-","MMC:-","Ncr:6",
"5109","009s:529ms:543us 174 us"," CMD25(WRITE_MULTIPLE_BLOCK)","ARG:001B4408 CRC:4E","SC:56","MMC:198.0MHz","Nrc:25",
"5110","009s:529ms:544us 000 us","  R1 ","RSP:190000090031 [47:0]","-","MMC:-","Ncr:9",
"5111","009s:529ms:769us 225 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:44785",
"5112","009s:529ms:770us 000 us","  R1b","RSP:0C00000C001D [47:0]","-","MMC:-","Ncr:8",
"5113","009s:529ms:941us 170 us"," CMD13(SEND_STATUS)","ARG:00010000 CRC:29","-","MMC:211.2MHz","Nrc:1294",
"5114","009s:529ms:941us 000 us","  R1 ","RSP:0D000009003F [47:0]","-","MMC:-","Ncr:6",
"5115","009s:530ms:001us 060 us"," CMD06(SWITCH)","ARG:03200101 CRC:43","Triggers the Flush","MMC:198.0MHz","Nrc:25",
"5116","009s:530ms:001us 000 us","  R1b","RSP:0600000800CB [47:0]","-","MMC:-","Ncr:9",
"5117","009s:531ms:051us 001 ms"," CMD13(SEND_STATUS)","ARG:00010000 CRC:29","-","MMC:211.2MHz","Nrc:Over 64K Cycles",
"5118","009s:531ms:051us 000 us","  R1 ","RSP:0D000009003F [47:0]","-","MMC:-","Ncr:6",
"5119","009s:531ms:090us 038 us"," CMD25(WRITE_MULTIPLE_BLOCK)","ARG:001B4440 CRC:62","SC:8","MMC:211.2MHz","Nrc:25",
"5120","009s:531ms:090us 000 us","  R1 ","RSP:190000090031 [47:0]","-","MMC:-","Ncr:9",
"5121","009s:531ms:269us 178 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:35380",
"5122","009s:531ms:269us 000 us","  R1b","RSP:0C00000C001D [47:0]","-","MMC:-","Ncr:8",
"5123","009s:531ms:438us 169 us"," CMD13(SEND_STATUS)","ARG:00010000 CRC:29","-","MMC:198.0MHz","Nrc:1296",
"5124","009s:531ms:439us 000 us","  R1 ","RSP:0D000009003F [47:0]","-","MMC:-","Ncr:6",
"5125","009s:531ms:502us 063 us"," CMD35(ERASE_GROUP_START)","ARG:00404008 CRC:76","-","MMC:198.0MHz","Nrc:25",
"5126","009s:531ms:502us 000 us","  R1 ","RSP:230000090059 [47:0]","-","MMC:-","Ncr:8",
"5127","009s:531ms:520us 018 us"," CMD36(ERASE_GROUP_END)","ARG:0040400F CRC:42","-","MMC:198.0MHz","Nrc:25",
"5128","009s:531ms:521us 000 us","  R1 ","RSP:24000009004F [47:0]","-","MMC:-","Ncr:8",
"5129","009s:531ms:537us 016 us"," CMD38(ERASE)","ARG:00000003 CRC:49","-","MMC:211.2MHz","Nrc:25",
"5130","009s:531ms:537us 000 us","  R1b","RSP:260000080081 [47:0]","-","MMC:-","Ncr:8",
"5131","009s:537ms:866us 006 ms"," CMD13(SEND_STATUS)","ARG:00010000 CRC:29","-","MMC:198.0MHz","Nrc:Over 64K Cycles",
"5132","009s:537ms:866us 000 us","  R1 ","RSP:0D000009003F [47:0]","-","MMC:-","Ncr:6",
"5133","009s:538ms:390us 523 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:002B8038 CRC:68","SC:8","MMC:198.0MHz","Nrc:25",
"5134","009s:538ms:390us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"5135","009s:538ms:530us 139 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:27756",
"5136","009s:538ms:530us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"5137","009s:542ms:966us 004 ms"," CMD25(WRITE_MULTIPLE_BLOCK)","ARG:00401010 CRC:47","SC:8","MMC:211.2MHz","Nrc:25",
"5138","009s:542ms:966us 000 us","  R1 ","RSP:190000090031 [47:0]","-","MMC:-","Ncr:9",
"5139","009s:543ms:159us 193 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:38283",
"5140","009s:543ms:159us 000 us","  R1b","RSP:0C00000C001D [47:0]","-","MMC:-","Ncr:8",
"5141","009s:543ms:443us 283 us"," CMD13(SEND_STATUS)","ARG:00010000 CRC:29","-","MMC:198.0MHz","Nrc:1293",
"5142","009s:543ms:443us 000 us","  R1 ","RSP:0D000009003F [47:0]","-","MMC:-","Ncr:6",
"5143","009s:544ms:253us 809 us"," CMD25(WRITE_MULTIPLE_BLOCK)","ARG:001B4448 CRC:2A","SC:64","MMC:211.2MHz","Nrc:25",
"5144","009s:544ms:253us 000 us","  R1 ","RSP:190000090031 [47:0]","-","MMC:-","Ncr:9",
"5145","009s:544ms:508us 255 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:50637",
"5146","009s:544ms:508us 000 us","  R1b","RSP:0C00000C001D [47:0]","-","MMC:-","Ncr:8",
"5147","009s:544ms:795us 286 us"," CMD13(SEND_STATUS)","ARG:00010000 CRC:29","-","MMC:198.0MHz","Nrc:1298",
"5148","009s:544ms:795us 000 us","  R1 ","RSP:0D000009003F [47:0]","-","MMC:-","Ncr:6",
"5149","009s:544ms:874us 078 us"," CMD06(SWITCH)","ARG:03200101 CRC:43","Triggers the Flush","MMC:198.0MHz","Nrc:25",
"5150","009s:544ms:874us 000 us","  R1b","RSP:0600000800CB [47:0]","-","MMC:-","Ncr:9",
"5151","009s:545ms:908us 001 ms"," CMD13(SEND_STATUS)","ARG:00010000 CRC:29","-","MMC:211.2MHz","Nrc:Over 64K Cycles",
"5152","009s:545ms:908us 000 us","  R1 ","RSP:0D000009003F [47:0]","-","MMC:-","Ncr:6",
"5153","009s:545ms:956us 048 us"," CMD25(WRITE_MULTIPLE_BLOCK)","ARG:001B4488 CRC:0F","SC:8","MMC:198.0MHz","Nrc:25",
"5154","009s:545ms:957us 000 us","  R1 ","RSP:190000090031 [47:0]","-","MMC:-","Ncr:9",
"5155","009s:546ms:135us 178 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:35378",
"5156","009s:546ms:135us 000 us","  R1b","RSP:0C00000C001D [47:0]","-","MMC:-","Ncr:8",
"5157","009s:546ms:308us 172 us"," CMD13(SEND_STATUS)","ARG:00010000 CRC:29","-","MMC:198.0MHz","Nrc:1296",
"5158","009s:546ms:308us 000 us","  R1 ","RSP:0D000009003F [47:0]","-","MMC:-","Ncr:6",
"5159","009s:562ms:692us 016 ms"," CMD35(ERASE_GROUP_START)","ARG:0047A018 CRC:67","-","MMC:211.2MHz","Nrc:25",
"5160","009s:562ms:692us 000 us","  R1 ","RSP:230000090059 [47:0]","-","MMC:-","Ncr:8",
"5161","009s:562ms:719us 026 us"," CMD36(ERASE_GROUP_END)","ARG:0047A01F CRC:53","-","MMC:198.0MHz","Nrc:25",
"5162","009s:562ms:719us 000 us","  R1 ","RSP:24000009004F [47:0]","-","MMC:-","Ncr:8",
"5163","009s:562ms:743us 024 us"," CMD38(ERASE)","ARG:00000003 CRC:49","-","MMC:211.2MHz","Nrc:25",
"5164","009s:562ms:744us 000 us","  R1b","RSP:260000080081 [47:0]","-","MMC:-","Ncr:8",
"5165","009s:565ms:294us 002 ms"," CMD13(SEND_STATUS)","ARG:00010000 CRC:29","-","MMC:211.2MHz","Nrc:Over 64K Cycles",
"5166","009s:565ms:295us 000 us","  R1 ","RSP:0D000009003F [47:0]","-","MMC:-","Ncr:6",
"5167","009s:565ms:822us 527 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00404000 CRC:7B","SC:8","MMC:211.2MHz","Nrc:25",
"5168","009s:565ms:823us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"5169","009s:565ms:963us 140 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:27783",
"5170","009s:565ms:963us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"5171","009s:566ms:415us 451 us"," CMD25(WRITE_MULTIPLE_BLOCK)","ARG:00402000 CRC:15","SC:8","MMC:211.2MHz","Nrc:25",
"5172","009s:566ms:415us 000 us","  R1 ","RSP:190000090031 [47:0]","-","MMC:-","Ncr:9",
"5173","009s:566ms:608us 192 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:38235",
"5174","009s:566ms:608us 000 us","  R1b","RSP:0C00000C001D [47:0]","-","MMC:-","Ncr:8",
"5175","009s:566ms:779us 170 us"," CMD13(SEND_STATUS)","ARG:00010000 CRC:29","-","MMC:211.2MHz","Nrc:1292",
"5176","009s:566ms:779us 000 us","  R1 ","RSP:0D000009003F [47:0]","-","MMC:-","Ncr:6",
"5177","009s:566ms:993us 213 us"," CMD25(WRITE_MULTIPLE_BLOCK)","ARG:001B4490 CRC:5E","SC:64","MMC:198.0MHz","Nrc:25",
"5178","009s:566ms:993us 000 us","  R1 ","RSP:190000090031 [47:0]","-","MMC:-","Ncr:9",
"5179","009s:567ms:248us 255 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:50611",
"5180","009s:567ms:248us 000 us","  R1b","RSP:0C00000C001D [47:0]","-","MMC:-","Ncr:8",
"5181","009s:567ms:417us 168 us"," CMD13(SEND_STATUS)","ARG:00010000 CRC:29","-","MMC:198.0MHz","Nrc:1294",
"5182","009s:567ms:417us 000 us","  R1 ","RSP:0D000009003F [47:0]","-","MMC:-","Ncr:6",
"5183","009s:567ms:479us 061 us"," CMD06(SWITCH)","ARG:03200101 CRC:43","Triggers the Flush","MMC:198.0MHz","Nrc:25",
"5184","009s:567ms:479us 000 us","  R1b","RSP:0600000800CB [47:0]","-","MMC:-","Ncr:9",
"5185","009s:568ms:486us 001 ms"," CMD13(SEND_STATUS)","ARG:00010000 CRC:29","-","MMC:198.0MHz","Nrc:Over 64K Cycles",
"5186","009s:568ms:486us 000 us","  R1 ","RSP:0D000009003F [47:0]","-","MMC:-","Ncr:6",
"5187","009s:568ms:524us 038 us"," CMD25(WRITE_MULTIPLE_BLOCK)","ARG:001B44D0 CRC:3A","SC:8","MMC:198.0MHz","Nrc:25",
"5188","009s:568ms:525us 000 us","  R1 ","RSP:190000090031 [47:0]","-","MMC:-","Ncr:9",
"5189","009s:568ms:703us 178 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:35390",
"5190","009s:568ms:703us 000 us","  R1b","RSP:0C00000C001D [47:0]","-","MMC:-","Ncr:8",
"5191","009s:568ms:872us 168 us"," CMD13(SEND_STATUS)","ARG:00010000 CRC:29","-","MMC:211.2MHz","Nrc:1296",
"5192","009s:568ms:873us 000 us","  R1 ","RSP:0D000009003F [47:0]","-","MMC:-","Ncr:6",
"5193","009s:568ms:932us 059 us"," CMD35(ERASE_GROUP_START)","ARG:002B8038 CRC:2D","-","MMC:198.0MHz","Nrc:25",
"5194","009s:568ms:933us 000 us","  R1 ","RSP:230000090059 [47:0]","-","MMC:-","Ncr:8",
"5195","009s:568ms:956us 022 us"," CMD36(ERASE_GROUP_END)","ARG:002B803F CRC:19","-","MMC:198.0MHz","Nrc:25",
"5196","009s:568ms:956us 000 us","  R1 ","RSP:24000009004F [47:0]","-","MMC:-","Ncr:8",
"5197","009s:568ms:976us 019 us"," CMD38(ERASE)","ARG:00000003 CRC:49","-","MMC:198.0MHz","Nrc:25",
"5198","009s:568ms:976us 000 us","  R1b","RSP:260000080081 [47:0]","-","MMC:-","Ncr:8",
"5199","009s:571ms:523us 002 ms"," CMD13(SEND_STATUS)","ARG:00010000 CRC:29","-","MMC:211.2MHz","Nrc:Over 64K Cycles",
"5200","009s:571ms:524us 000 us","  R1 ","RSP:0D000009003F [47:0]","-","MMC:-","Ncr:6",
"5201","009s:573ms:404us 001 ms"," CMD18(READ_MULTIPLE_BLOCK)","ARG:0015BE38 CRC:2E","SC:8","MMC:198.0MHz","Nrc:25",
"5202","009s:573ms:404us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"5203","009s:573ms:660us 255 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:50743",
"5204","009s:573ms:660us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"5205","009s:573ms:986us 325 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00178340 CRC:43","SC:32","MMC:211.2MHz","Nrc:25",
"5206","009s:573ms:986us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"5207","009s:574ms:295us 308 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:61311",
"5208","009s:574ms:296us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"5209","009s:574ms:587us 291 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00178360 CRC:71","SC:128","MMC:198.0MHz","Nrc:25",
"5210","009s:574ms:587us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"5211","009s:575ms:026us 438 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:Over 64K Cycles",
"5212","009s:575ms:026us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"5213","009s:575ms:228us 201 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:001783E0 CRC:30","SC:512","MMC:198.0MHz","Nrc:25",
"5214","009s:575ms:228us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"5215","009s:576ms:781us 001 ms"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:Over 64K Cycles",
"5216","009s:576ms:782us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"5217","009s:577ms:595us 813 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:001785E0 CRC:0A","SC:472","MMC:198.0MHz","Nrc:25",
"5218","009s:577ms:596us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"5219","009s:578ms:985us 001 ms"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:Over 64K Cycles",
"5220","009s:578ms:985us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"5221","009s:594ms:302us 015 ms"," CMD18(READ_MULTIPLE_BLOCK)","ARG:0006A3D0 CRC:1B","SC:32","MMC:211.2MHz","Nrc:25",
"5222","009s:594ms:302us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"5223","009s:594ms:625us 323 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:Over 64K Cycles",
"5224","009s:594ms:625us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"5225","009s:594ms:871us 245 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00071270 CRC:54","SC:32","MMC:211.2MHz","Nrc:25",
"5226","009s:594ms:871us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"5227","009s:595ms:115us 243 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:48409",
"5228","009s:595ms:116us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"5229","009s:595ms:337us 221 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000724F8 CRC:2C","SC:32","MMC:198.0MHz","Nrc:25",
"5230","009s:595ms:338us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"5231","009s:595ms:587us 249 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:49487",
"5232","009s:595ms:587us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"5233","009s:595ms:818us 230 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:0006A3F0 CRC:29","SC:8","MMC:198.0MHz","Nrc:25",
"5234","009s:595ms:818us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"5235","009s:595ms:910us 092 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:18237",
"5236","009s:595ms:911us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"5237","009s:596ms:247us 336 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00071290 CRC:43","SC:8","MMC:198.0MHz","Nrc:25",
"5238","009s:596ms:247us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"5239","009s:596ms:354us 107 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:21267",
"5240","009s:596ms:355us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"5241","009s:596ms:544us 188 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00060728 CRC:50","SC:32","MMC:198.0MHz","Nrc:25",
"5242","009s:596ms:544us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"5243","009s:596ms:815us 271 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:53823",
"5244","009s:596ms:815us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"5245","009s:597ms:007us 191 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:0006A050 CRC:47","SC:32","MMC:211.2MHz","Nrc:25",
"5246","009s:597ms:007us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"5247","009s:597ms:167us 159 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:31602",
"5248","009s:597ms:167us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"5249","009s:605ms:732us 008 ms"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00124258 CRC:3D","SC:24","MMC:198.0MHz","Nrc:25",
"5250","009s:605ms:732us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"5251","009s:606ms:076us 343 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:Over 64K Cycles",
"5252","009s:606ms:076us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"5253","009s:606ms:285us 208 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000712A0 CRC:68","SC:32","MMC:198.0MHz","Nrc:25",
"5254","009s:606ms:285us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"5255","009s:606ms:459us 173 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:34377",
"5256","009s:606ms:459us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"5257","009s:606ms:963us 503 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:0006A070 CRC:75","SC:328","MMC:198.0MHz","Nrc:25",
"5258","009s:606ms:963us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"5259","009s:607ms:971us 001 ms"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:Over 64K Cycles",
"5260","009s:607ms:972us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"5261","009s:608ms:213us 241 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00060748 CRC:06","SC:896","MMC:198.0MHz","Nrc:25",
"5262","009s:608ms:213us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"5263","009s:610ms:798us 002 ms"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:Over 64K Cycles",
"5264","009s:610ms:799us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"5265","009s:611ms:058us 259 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000712C0 CRC:3E","SC:72","MMC:198.0MHz","Nrc:25",
